id,topic_id,english,word_class,vietnamese,phonetic,example_en,example_vi,image_name,audio_name,sort_order
93,12,bear,noun,gấu,/beə(r)/,The bear is looking for food.,Con gấu đang tìm thức ăn.,093_bear,,18
94,12,giraffe,noun,hươu cao cổ,/dʒəˈrɑːf/,The giraffe has a very long neck.,Hươu cao cổ có chiếc cổ rất dài.,094_giraffe,,19
95,12,zebra,noun,ngựa vằn,/ˈzebrə/,The zebra has black and white stripes.,Ngựa vằn có các sọc đen và trắng.,095_zebra,,20
96,12,snake,noun,rắn,/sneɪk/,The snake moves through the grass.,Con rắn bò qua bãi cỏ.,096_snake,,21
97,12,frog,noun,ếch,/frɒɡ/,The frog can jump very high.,Con ếch có thể nhảy rất cao.,097_frog,,22
98,12,turtle,noun,rùa,/ˈtɜːtl/,The turtle moves slowly.,Con rùa di chuyển chậm.,098_turtle,,23
99,12,dolphin,noun,cá heo,/ˈdɒlfɪn/,The dolphin swims very fast.,Cá heo bơi rất nhanh.,099_dolphin,,24
100,12,whale,noun,cá voi,/weɪl/,The whale lives in the ocean.,Cá voi sống ở đại dương.,100_whale,,25
101,1,one,number,một,/wʌn/,I have one book.,Tôi có một quyển sách.,,,1
102,1,two,number,hai,/tuː/,She has two cats.,Cô ấy có hai con mèo.,,,2
103,1,three,number,ba,/θriː/,There are three apples.,Có ba quả táo.,,,3
104,1,plus,preposition,cộng,/plʌs/,Two plus three is five.,Hai cộng ba bằng năm.,,,4
105,1,minus,preposition,trừ,/ˈmaɪnəs/,Five minus two is three.,Năm trừ hai bằng ba.,,,5
106,4,sunny,adjective,có nắng,/ˈsʌni/,It is sunny today.,Hôm nay trời có nắng.,106_sunny,,1
107,4,rainy,adjective,có mưa,/ˈreɪni/,It is rainy this morning.,Sáng nay trời có mưa.,,,2
108,4,cloudy,adjective,nhiều mây,/ˈklaʊdi/,The sky is cloudy.,Bầu trời nhiều mây.,,,3
109,4,windy,adjective,có gió,/ˈwɪndi/,It is windy outside.,Ngoài trời có gió.,,,4
110,4,stormy,adjective,có bão,/ˈstɔːmi/,The weather is stormy.,Thời tiết có bão.,,,5
111,5,shirt,noun,áo sơ mi,/ʃɜːt/,He is wearing a white shirt.,Anh ấy đang mặc áo sơ mi trắng.,,,1
112,5,trousers,noun,quần dài,/ˈtraʊzəz/,These trousers are black.,Chiếc quần dài này màu đen.,,,2
113,5,dress,noun,váy liền,/dres/,She is wearing a red dress.,Cô ấy đang mặc một chiếc váy đỏ.,,,3
114,5,jacket,noun,áo khoác,/ˈdʒækɪt/,I need a jacket today.,Hôm nay tôi cần một chiếc áo khoác.,,,4
115,5,shoes,noun,giày,/ʃuːz/,My shoes are new.,Đôi giày của tôi còn mới.,,,5
116,6,kind,adjective,tốt bụng,/kaɪnd/,My teacher is very kind.,Giáo viên của tôi rất tốt bụng.,,,1
117,6,friendly,adjective,thân thiện,/ˈfrendli/,She is friendly to everyone.,Cô ấy thân thiện với mọi người.,,,2
118,6,honest,adjective,trung thực,/ˈɒnɪst/,He is an honest person.,Anh ấy là một người trung thực.,,,3
119,6,shy,adjective,nhút nhát,/ʃaɪ/,The boy is shy.,Cậu bé rất nhút nhát.,,,4
120,6,hardworking,adjective,chăm chỉ,/ˌhɑːdˈwɜːkɪŋ/,She is a hardworking student.,Cô ấy là một học sinh chăm chỉ.,,,5
121,7,head,noun,đầu,/hed/,My head hurts.,Tôi bị đau đầu.,,,1
122,7,arm,noun,cánh tay,/ɑːm/,Raise your right arm.,Hãy giơ cánh tay phải lên.,,,2
123,7,hand,noun,bàn tay,/hænd/,Raise your hand.,Hãy giơ tay lên.,,,3
124,7,leg,noun,chân,/leɡ/,He injured his leg.,Anh ấy bị thương ở chân.,,,4
125,7,foot,noun,bàn chân,/fʊt/,My left foot hurts.,Bàn chân trái của tôi bị đau.,,,5
126,8,tall,adjective,cao,/tɔːl/,My brother is tall.,Anh trai tôi cao.,,,1
127,8,short,adjective,thấp,/ʃɔːt/,She is short and friendly.,Cô ấy thấp và thân thiện.,,,2
128,8,thin,adjective,gầy,/θɪn/,He is tall and thin.,Anh ấy cao và gầy.,,,3
129,8,handsome,adjective,đẹp trai,/ˈhænsəm/,The actor is handsome.,Nam diễn viên rất đẹp trai.,,,4
130,8,beautiful,adjective,xinh đẹp,/ˈbjuːtɪfl/,She has a beautiful smile.,Cô ấy có nụ cười xinh đẹp.,,,5
131,9,happy,adjective,vui vẻ,/ˈhæpi/,I feel happy today.,Hôm nay tôi cảm thấy vui.,,,1
132,9,sad,adjective,buồn,/sæd/,She feels sad.,Cô ấy cảm thấy buồn.,,,2
133,9,angry,adjective,tức giận,/ˈæŋɡri/,He is angry with me.,Anh ấy đang giận tôi.,,,3
134,9,afraid,adjective,sợ hãi,/əˈfreɪd/,The child is afraid of the dark.,Đứa trẻ sợ bóng tối.,,,4
135,9,excited,adjective,hào hứng,/ɪkˈsaɪtɪd/,We are excited about the trip.,Chúng tôi hào hứng về chuyến đi.,,,5
136,11,carrot,noun,cà rốt,/ˈkærət/,I eat a carrot every day.,Tôi ăn một củ cà rốt mỗi ngày.,136_carrot,,1
137,11,potato,noun,khoai tây,/pəˈteɪtəʊ/,This potato is fresh.,Củ khoai tây này rất tươi.,,,2
138,11,tomato,noun,cà chua,/təˈmɑːtəʊ/,She puts tomato in the salad.,Cô ấy cho cà chua vào món salad.,,,3
139,11,cabbage,noun,bắp cải,/ˈkæbɪdʒ/,We need some cabbage for dinner.,Chúng ta cần một ít bắp cải cho bữa tối.,,,4
140,11,onion,noun,hành tây,/ˈʌnjən/,He cuts an onion.,Anh ấy cắt một củ hành tây.,,,5
141,13,rice,noun,cơm,/raɪs/,I eat rice for lunch.,Tôi ăn cơm vào bữa trưa.,,,1
142,13,bread,noun,bánh mì,/bred/,She has bread for breakfast.,Cô ấy ăn bánh mì vào bữa sáng.,,,2
143,13,milk,noun,sữa,/mɪlk/,The child drinks milk every morning.,Đứa trẻ uống sữa mỗi sáng.,,,3
144,13,water,noun,nước,/ˈwɔːtə(r)/,Please drink more water.,Hãy uống nhiều nước hơn.,,,4
145,13,juice,noun,nước ép,/dʒuːs/,I would like some orange juice.,Tôi muốn một ít nước cam.,,,5
146,14,Vietnam,noun,Việt Nam,/ˌvjetˈnɑːm/,I live in Vietnam.,Tôi sống ở Việt Nam.,146_vietnam,,1
147,14,Japan,noun,Nhật Bản,/dʒəˈpæn/,Japan is in Asia.,Nhật Bản nằm ở châu Á.,,,2
148,14,China,noun,Trung Quốc,/ˈtʃaɪnə/,China is a large country.,Trung Quốc là một quốc gia rộng lớn.,,,3
149,14,France,noun,Pháp,/frɑːns/,Paris is in France.,Paris nằm ở Pháp.,,,4
150,14,Thailand,noun,Thái Lan,/ˈtaɪlænd/,Thailand is near Vietnam.,Thái Lan ở gần Việt Nam.,,,5
151,15,price,noun,giá,/praɪs/,What is the price of this shirt?,Chiếc áo này giá bao nhiêu?,,,1
152,15,shop,noun,cửa hàng,/ʃɒp/,This shop is open today.,Cửa hàng này hôm nay mở cửa.,,,2
153,15,buy,verb,mua,/baɪ/,I want to buy a new jacket.,Tôi muốn mua một chiếc áo khoác mới.,,,3
154,15,sell,verb,bán,/sel/,They sell clothes here.,Họ bán quần áo ở đây.,,,4
155,15,money,noun,tiền,/ˈmʌni/,I do not have enough money.,Tôi không có đủ tiền.,,,5
156,16,healthy,adjective,khỏe mạnh,/ˈhelθi/,Eating vegetables keeps us healthy.,Ăn rau giúp chúng ta khỏe mạnh.,,,1
157,16,sick,adjective,bị ốm,/sɪk/,He is sick today.,Hôm nay anh ấy bị ốm.,,,2
158,16,medicine,noun,thuốc,/ˈmedɪsn/,Take this medicine after lunch.,Hãy uống thuốc này sau bữa trưa.,,,3
159,16,hospital,noun,bệnh viện,/ˈhɒspɪtl/,She works at a hospital.,Cô ấy làm việc tại một bệnh viện.,,,4
160,16,exercise,noun,bài tập thể dục,/ˈeksəsaɪz/,Exercise is good for your health.,Tập thể dục tốt cho sức khỏe.,,,5
